"2013-01-29 05:23:42,476",Suite,Test,# Threads,Phase,Action,Thread,Duration (ms),# Executions,# Deadlocks,Executions/s,Deadlocks/s,Avg Exec Time (ms),Avg Resp Time (ms),StdDev Resp Time (ms),Min Resp Time (ms),Max Resp Time (ms)
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.2-[Execute Query],286476,1000,0,3.49069381,0,286.476,286.3556714,119.5056588,163.892098,3138.287272
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.7-[Execute Query],286596,1000,0,3.489232229,0,286.596,286.5215653,142.8261114,140.079321,4102.328144
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.9-[Execute Query],286659,1000,0,3.488465389,0,286.659,286.5746972,114.3617239,122.031355,3114.024064
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.4-[Execute Query],286851,1000,0,3.48613043,0,286.851,286.7922525,124.1109696,98.63861,3136.774542
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.3-[Execute Query],286899,1000,0,3.485547179,0,286.899,286.2045178,132.3155949,100.694135,4003.328128
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.6-[Execute Query],287034,1000,0,3.48390783,0,287.034,286.9351473,134.6733676,89.814841,3961.455549
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.5-[Execute Query],287252,1000,0,3.481263838,0,287.252,287.1938968,138.8991707,70.994665,4119.520793
"2013-01-30 03:43:53,065",Suite,Test,# Threads,Phase,Action,Thread,Duration (ms),# Executions,# Deadlocks,Executions/s,Deadlocks/s,Avg Exec Time (ms),Avg Resp Time (ms),StdDev Resp Time (ms),Min Resp Time (ms),Max Resp Time (ms)
"2013-01-30 03:43:53,065",LMPI Parallel Query Test Suite,xQuery Test by :cs_q401,10,WARMUP,Execute Query,Aggregated,184830,10000,0,54.10377103,0,165.5961,165.5862739,0,113.937845,1316.130837
"2013-01-30 03:43:53,066",LMPI Parallel Query Test Suite,xQuery Test by :cs_q401,1,WARMUP,Execute Query,ST-0.2-[Execute Query],140969,1000,0,7.093758202,0,140.969,140.9594399,67.60684684,119.62815,1134.231879
